output_path,true_label_name,nearest_wrong_class_name,plain_prompt,suffixed_prompt,source_a_image_path,source_b_image_path,source_a_sample_id,source_b_sample_id,source_a_margin,source_b_margin,Margin Difference,circle_lambda,theta,seed,num_inference_steps,guidance_scale,split_ratio,batch_size,latent_noise_std,image_read_ok,read_error,pred_label_name,pred_label_idx,pred_prob,true_prob,confidence_decision,feature_distance,feature_suspect_threshold,feature_reject_threshold,feature_decision,decision,reject_reasons,suspect_reasons,resolved_output_path
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0007.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0028677.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032959.jpg,ISIC_0028677,ISIC_0032959,0.0798151493072509,0.0144905447959899,0.065324605,1.974527528003556,1.578920841217041,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1.3318002083095859e-11,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0007.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0008.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0030800.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026957.jpg,ISIC_0030800,ISIC_0026957,0.0706399083137512,0.0225769281387329,0.04806298,1.3253778580380615,1.5699617862701416,42,100,5,0.3,32,0,TRUE,,AKIEC,3,0.9999990463256836,3.013959082309725e-09,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0008.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0009.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0028197.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0027337.jpg,ISIC_0028197,ISIC_0027337,0.0133609771728515,-0.015716493,0.02907747,0.3153435937245916,1.550288438796997,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1.1829748292058184e-10,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0009.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0010.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026439.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0030659.jpg,ISIC_0026439,ISIC_0030659,-0.024863482,-0.109494627,0.084631145,1.382571938245294,1.576100468635559,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,2.8727953176044263e-13,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0010.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0011.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0025260.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032959.jpg,ISIC_0025260,ISIC_0032959,-0.097590983,0.0144905447959899,0.112081528,1.2902155465327534,1.5560152530670166,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,4.687370745217747e-16,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0011.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0012.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029831.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032225.jpg,ISIC_0029831,ISIC_0032225,0.0380533933639526,0.0589909553527832,0.020937562,2.535399155697088,1.576587796211243,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,3.1823202406577877e-10,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0012.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0013.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032246.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029747.jpg,ISIC_0032246,ISIC_0029747,0.0802786946296691,-0.083228648,0.163507342,3.798442055709861,1.593076229095459,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1.8130852721953694e-11,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0013.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0014.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029323.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0025285.jpg,ISIC_0029323,ISIC_0025285,0.0355600118637084,0.0327248573303222,0.002835155,3.3411343046636808,1.545179843902588,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,5.398376190512977e-11,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0014.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0015.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026282.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032139.jpg,ISIC_0026282,ISIC_0032139,0.0619034767150878,0.0501733422279357,0.011730134,2.702018798879417,1.5580530166625977,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1.4024505772740163e-14,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0015.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0016.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0027337.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0031378.jpg,ISIC_0027337,ISIC_0031378,-0.015716493,0.0759834647178649,0.091699958,2.931031232583832,1.5633537769317627,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,6.91723500674814e-17,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0016.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0017.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0031789.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0025564.jpg,ISIC_0031789,ISIC_0025564,0.0749793052673339,0.030823528766632,0.044155777,1.323335289412669,1.5941357612609863,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,4.0389306482646603e-13,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0017.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0018.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026343.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0028085.jpg,ISIC_0026343,ISIC_0028085,0.0434663891792297,0.0322008728981018,0.011265516,0.0451499526056993,1.5858442783355713,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,2.305972871758711e-15,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0018.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0019.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032959.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026439.jpg,ISIC_0032959,ISIC_0026439,0.0144905447959899,-0.024863482,0.039354026,0.8318325504782182,1.5838346481323242,42,100,5,0.3,32,0,TRUE,,AKIEC,3,0.9999871253967285,1.669228169021153e-07,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0019.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0020.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032414.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0031789.jpg,ISIC_0032414,ISIC_0031789,0.0625448822975158,0.0749793052673339,0.012434423,2.751967350141432,1.5826327800750732,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,2.321405394301035e-11,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0020.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0021.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0027851.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0028677.jpg,ISIC_0027851,ISIC_0028677,-0.111904502,0.0798151493072509,0.191719651,1.3856994633051127,1.589188814163208,42,100,5,0.3,32,0,TRUE,,AKIEC,3,0.9999998807907104,4.995446278854843e-10,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0021.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0022.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032246.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0031651.jpg,ISIC_0032246,ISIC_0031651,0.0802786946296691,-0.070273697,0.150552392,3.1247773716328293,1.5825103521347046,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,5.873777159104421e-12,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0022.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0023.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032246.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029669.jpg,ISIC_0032246,ISIC_0029669,0.0802786946296691,0.0340635776519775,0.046215117,2.924078817384158,1.5480061769485474,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1.4664297879295185e-13,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0023.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0024.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0028197.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0027865.jpg,ISIC_0028197,ISIC_0027865,0.0133609771728515,-0.015790999,0.029151976,0.1953979680555692,1.5482218265533447,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1.3765279333106424e-16,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0024.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0025.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0031789.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0027090.jpg,ISIC_0031789,ISIC_0027090,0.0749793052673339,0.044939637184143,0.030039668,1.7318395932709365,1.5898807048797607,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,4.7628910778293074e-17,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0025.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0026.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029323.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0028978.jpg,ISIC_0029323,ISIC_0028978,0.0355600118637084,-0.085613012,0.121173024,1.6945610505235569,1.5560129880905151,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,7.681702835133676e-15,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0026.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0027.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0024666.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032959.jpg,ISIC_0024666,ISIC_0032959,0.0484918355941772,0.0144905447959899,0.034001291,0.6738920164351003,1.550894260406494,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,4.933913000382262e-11,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0027.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0028.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029647.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029323.jpg,ISIC_0029647,ISIC_0029323,-0.036433995,0.0355600118637084,0.071994007,1.650345585645573,1.5762511491775513,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,4.219383983068562e-16,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0028.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0029.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0025700.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029323.jpg,ISIC_0025700,ISIC_0029323,-0.031930566,0.0355600118637084,0.067490578,3.4719110421863384,1.5957576036453247,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,6.278419451000161e-11,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0029.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0030.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0031943.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0027090.jpg,ISIC_0031943,ISIC_0027090,0.0632194280624389,0.044939637184143,0.018279791,1.382890505778652,1.5958244800567627,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1.8574473556465243e-12,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0030.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0031.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0024666.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026798.jpg,ISIC_0024666,ISIC_0026798,0.0484918355941772,0.0581910014152526,0.009699166,1.5241324023324772,1.5473579168319702,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,2.987155920907672e-16,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0031.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0032.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0031597.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0028677.jpg,ISIC_0031597,ISIC_0028677,0.0230215787887573,0.0798151493072509,0.056793571,3.2794644984347934,1.5879262685775757,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,3.105923018775769e-10,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0032.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0033.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0028994.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032225.jpg,ISIC_0028994,ISIC_0032225,0.0355153679847717,0.0589909553527832,0.023475587,3.1116191364324317,1.5926553010940552,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,5.102099645548641e-11,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0033.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0034.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0031728.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026902.jpg,ISIC_0031728,ISIC_0026902,0.0762944817543029,0.0445871353149414,0.031707346,2.2503650170382463,1.613973617553711,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1.5724572750096273e-17,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0034.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0035.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029669.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0024666.jpg,ISIC_0029669,ISIC_0024666,0.0340635776519775,0.0484918355941772,0.014428258,3.0191018605005957,1.578013896942139,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1.389270195180697e-20,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0035.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0036.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0028994.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0031640.jpg,ISIC_0028994,ISIC_0031640,0.0355153679847717,-0.02173537,0.057250738,0.9078262923087492,1.561287760734558,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1.6320427539788518e-14,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0036.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0037.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0031243.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029831.jpg,ISIC_0031243,ISIC_0029831,0.0795438885688781,0.0380533933639526,0.041490495,1.7723504772779848,1.5998655557632446,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1.1263546761157473e-18,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0037.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0038.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0028994.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0027858.jpg,ISIC_0028994,ISIC_0027858,0.0355153679847717,0.0147573947906494,0.020757973,3.233648276727839,1.552886128425598,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,2.0040438219545183e-16,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0038.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0039.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0028677.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032959.jpg,ISIC_0028677,ISIC_0032959,0.0798151493072509,0.0144905447959899,0.065324605,0.132963429166159,1.578920841217041,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1.0206943797108625e-11,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0039.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0040.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026282.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029342.jpg,ISIC_0026282,ISIC_0029342,0.0619034767150878,0.0196773409843444,0.042226136,0.0811126842896195,1.555290460586548,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,1.0801482595650556e-16,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0040.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0041.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032246.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0027090.jpg,ISIC_0032246,ISIC_0027090,0.0802786946296691,0.044939637184143,0.035339057,1.0610249545433017,1.546347975730896,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,7.755929179334518e-16,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0041.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0042.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026343.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0026282.jpg,ISIC_0026343,ISIC_0026282,0.0434663891792297,0.0619034767150878,0.018437088,0.425311783797161,1.54711651802063,42,100,5,0.3,32,0,TRUE,,AKIEC,3,1,5.126811247670865e-14,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0042.png
C:\Users\Admin\Desktop\isic_experiment\experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0043.png,BCC,DF,a dermoscopic image of basal cell carcinoma,a dermoscopic image of basal cell carcinoma,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0032959.jpg,C:\Users\Admin\Desktop\isic_experiment\dataset\ISIC2018_Task3_Training_Input\ISIC_0029342.jpg,ISIC_0032959,ISIC_0029342,0.0144905447959899,0.0196773409843444,0.005186796,1.393511824028722,1.541174054145813,42,100,5,0.3,32,0,TRUE,,AKIEC,3,0.9999953508377075,3.571038931227122e-08,reject,,,,not_used,reject,wrong_pred,,experiments\sd_lora_ici_outputs\BCC\BCC_near_DF_0043.png
